0.0; 0.0; 0; 3.1415927; 0.0; 1.0; 0.0
0.2; -0.0945946; 0; 3.1415927; 0.0; 1.0; 0.0
0.4; -0.1891892; 0; 3.1415927; 0.0; 1.0; 0.0
0.6; -0.2837838; 0; 3.1415927; 0.0; 1.0; 0.0
0.8; -0.3783784; 0; 3.1415927; 0.0; 1.0; 0.0
1.0; -0.472973; 0; 3.1415927; 0.0; 1.0; 0.0
1.2; -0.5675676; 0; 3.1415927; 0.0; 1.0; 0.0
1.4; -0.6621622; 0; 3.1415927; 0.0; 1.0; 0.0
1.6; -0.7567568; 0; 3.1415927; 0.0; 1.0; 0.0
1.8; -0.8513514; 0; 3.1415927; 0.0; 1.0; 0.0
2.0; -0.9459459; 0; 3.1415927; 0.0; 1.0; 0.0
2.2; -1.0405405; 0; 3.1415927; 0.0; 1.0; 0.0
2.4; -1.1351351; 0; 3.1415927; 0.0; 1.0; 0.0
2.6; -1.2297297; 0; 3.1415927; 0.0; 1.0; 0.0
2.8; -1.3243243; 0; 3.1415927; 0.0; 1.0; 0.0
3.0; -1.4189189; 0; 3.1415927; 0.0; 1.0; 0.0
3.2; -1.5135135; 0; 3.1415927; 0.0; 1.0; 0.0
3.4; -1.6081081; 0; 3.1415927; 0.0; 1.0; 0.0
3.6; -1.7027027; 0; 3.1415927; 0.0; 1.0; 0.0
3.8; -1.7972973; 0; 3.1415927; 0.0; 1.0; 0.0
4.0; -1.8918919; 0; 3.1415927; 0.0; 1.0; 0.0
4.2; -1.9864865; 0; 3.1415927; 0.0; 1.0; 0.0
4.4; -2.0810811; 0; 3.1415927; 0.0; 1.0; 0.0
4.6; -2.1756757; 0; 3.1415927; 0.0; 1.0; 0.0
4.8; -2.2702703; 0; 3.1415927; 0.0; 1.0; 0.0
5.0; -2.3648649; 0; 3.1415927; 0.0; 1.0; 0.0
5.2; -2.4594595; 0; 3.1415927; 0.0; 1.0; 0.0
5.4; -2.5540541; 0; 3.1415927; 0.0; 1.0; 0.0
